OrderID,OrderDate,CustomerName,Region,Product,Quantity,UnitPrice,Discount,PaymentMode
FX202092,29/11/2025,Arjun Verma,West,Margherita Pizza,7,253.98,0.15,Card
FX206446,23/01/2025,Tara Joshi,south,Farmhouse Pizza,2,391.02,0.2,Cash on Delivery
FX208957,05-05-2025,Riya Kapoor,north,Veg Biryani,1,221.19,0.25,Card
FX205127,2025-07-30,Rahul Sinha,west,Green Salad,7,136.22,0.15,UPI
FX205435,2025-04-11,Aarav Mehta,West,Butter Naan,-5,45.45,0.0,UPI
FX208218,01-28-2025,Aditya Ghosh,SOUTH,Chicken Noodles,6,236.61,0.25,Card
FX203660,10/06/2025,Aditya Ghosh,West,Chocolate Brownie,6,149.0,0.0,Cash on Delivery
FX201280,10/08/2025,Lakshmi Prasad,EAST,Spring Roll,7,160.59,0.15,Wallet
FX200691,2025-11-21,Dev Sharma,south,Mutton Roll,8,279.0,0.15,Cash on Delivery
FX207081,28/09/2025,Omkar Deshpande,south,Chocolate Brownie,7,150.49,0.0,Card
FX204470,2025-07-08,Nisha Gupta,north,Mutton Roll,5,284.58,,UPI
FX207866,2025-09-28,Nikhil Menon,East,Tandoori Chicken,1,449.0,0.1,Wallet
FX204915,2025-01-30,Sneha Varma,East,Chicken Biryani,3,283.22,0.15,UPI
FX207235,2025-10-11,Ananya Iyer,West,Spring Roll,3,157.41,0.0,UPI
FX204943,12/04/2025,Yash Patel,EAST,Fish Curry Meals,2,335.58,0.1,Cash on Delivery
FX208788,12/11/2025,Aditya Ghosh,EAST,Green Salad,5,141.78,0.2,Cash on Delivery
FX204707,2025-05-22,Tara Joshi,north,Fish Curry Meals,2,332.29,0.0,Wallet
FX200950,25/07/2025,Kavya Subramanian,north,Mango Lassi,8,109.0,0.25,UPI
FX208280,2025-03-30,Aarav Mehta,north,Tandoori Chicken,3,440.02,0.05,Cash on Delivery
FX206361,15/08/2025,Aarav Mehta,south,Mango Lassi,7,109.0,0.0,UPI
FX204666,2025-04-11,Kavya Subramanian,EAST,Filter Coffee,1,59.59,0.25,Card
FX200518,2025-01-14,Kabir Shah,West,Spring Roll,6,162.18,0.0,Card
FX208449,29/04/2025,Kavya Subramanian,East,Veg Fried Rice,2,195.02,0.0,UPI
FX201877,2025-03-27,Kabir Shah,west,Spring Roll,2,160.59,0.0,Cash on Delivery
FX203142,01-19-2025,Sneha Varma,East,Veg Fried Rice,3,200.99,0.0,Card
FX200675,2025-09-17,Tara Joshi,south,Paneer Butter Masala,1,253.82,0.15,Cash on Delivery
FX206346,14/09/2025,Kavya Subramanian,West,Mango Lassi,3,111.18,0.05,Card
FX202294,2025-05-17,Riya Kapoor,East,Masala Dosa,5,129.0,0.25,Cash on Delivery
FX206377,03/09/2025,Tara Joshi,West,Chicken Biryani,4,294.78,0.1,Wallet
FX205178,08-13-2025,Tara Joshi,SOUTH,Spring Roll,3,160.59,0.1,Wallet
FX201752,31/01/2025,Priya Balaji,North,Fish Curry Meals,8,322.42,0.0,Card
FX205391,26/08/2025,Rohan Pillai,North,Spring Roll,3,157.41,0.15,Wallet
FX207225,15/03/2025,,south,Chicken Biryani,5,294.78,0.05,Cash on Delivery
FX207089,31/07/2025,Nikhil Menon,North,Spring Roll,5,157.41,0.15,Card
FX201035,2025-10-17,Omkar Deshpande,East,Chicken Noodles,6,239.0,0.2,Card
FX207841,04-20-2025,Riya Kapoor,south,Idli Sambar,1,89.0,,UPI
FX208006,2025-11-26,Vihaan Rao,SOUTH,Green Salad,4,136.22,0.2,Card
FX202273,2025-11-29,Rohan Pillai,SOUTH,Mango Lassi,1,109.0,0.0,Cash on Delivery
FX207108,10/01/2025,Yash Patel,SOUTH,Farmhouse Pizza,3,402.99,0.0,UPI
FX201021,2025-12-28,Ananya Iyer,north,Tandoori Chicken,4,457.98,,Card
FX205694,2025-09-11,Riya Kapoor,North,Tandoori Chicken,7,449.0,0.2,Cash on Delivery
FX206997,03-29-2025,Arjun Verma,SOUTH,Cold Coffee,4,121.38,0.25,Wallet
FX202787,2025-03-01,Aarav Mehta,north,Fish Curry Meals,3,325.71,0.25,Cash on Delivery
FX201261,19/05/2025,Kabir Shah,North,Chicken Biryani,3,286.11,,UPI
FX200844,10-15-2025,Aarav Mehta,EAST,Gulab Jamun,1,97.02,0.0,Card
FX201025,2025-04-08,Priya Balaji,West,Chicken Noodles,3,243.78,0.0,Cash on Delivery
FX204509,2025-01-14,Nikhil Menon,East,Margherita Pizza,5,246.51,0.0,UPI
FX202366,2025-11-02,Kabir Shah,West,Tandoori Chicken,1,444.51,0.0,Wallet
FX201361,2025-06-04,Meera Krishnan,south,Filter Coffee,5,59.0,0.15,UPI
FX202815,2025-09-24,Dev Sharma,SOUTH,Chicken Noodles,2,243.78,0.2,UPI
FX206108,2025-08-12,Vihaan Rao,west,Chicken Noodles,6,241.39,0.25,UPI
FX204316,22/04/2025,Saanvi Reddy,EAST,Gulab Jamun,6,100.98,0.05,Cash on Delivery
FX205590,2025-02-22,Dev Sharma,SOUTH,Filter Coffee,5,60.18,0.0,Cash on Delivery
FX203226,12/05/2025,Priya Balaji,West,Gulab Jamun,8,99.0,0.2,Card
FX204142,06-17-2025,Rohan Pillai,East,Mango Lassi,4,110.09,0.15,UPI
FX206373,08/06/2025,Aditya Ghosh,East,Paneer Butter Masala,4,259.0,0.2,UPI
FX204421,2025-05-05,Vihaan Rao,south,Spring Roll,4,157.41,0.05,Card
FX208832,01/04/2025,Ananya Iyer,North,Spring Roll,4,159.0,0.25,Wallet
FX200432,19/04/2025,Dev Sharma,EAST,Veg Biryani,7,223.38,0.1,Card
FX203383,12/07/2025,Arjun Verma,East,Mutton Roll,5,273.42,0.05,UPI
FX208831,2025-02-04,Aarav Mehta,East,Spring Roll,2,160.59,0.0,UPI
FX204923,17/10/2025,Meera Krishnan,EAST,Butter Naan,2,45.9,,Cash on Delivery
FX203253,11-17-2025,Aarav Mehta,West,Chicken Noodles,7,234.22,0.0,Card
FX206612,2025-11-07,Arjun Verma,SOUTH,Tandoori Chicken,5,440.02,0.15,Wallet
FX207675,2025-08-13,Omkar Deshpande,East,Gulab Jamun,8,98.01,0.1,Wallet
FX201176,12-03-2025,Arjun Verma,EAST,Butter Naan,4,45.45,0.0,Wallet
FX206050,2025-09-24,Tara Joshi,north,Fish Curry Meals,5,322.42,0.1,Wallet
FX208112,2025-12-12,Rohan Pillai,East,Chocolate Brownie,7,147.51,0.1,UPI
FX204937,20/08/2025,Aarav Mehta,south,Tandoori Chicken,1,449.0,0.25,Card
FX204019,02/01/2025,Ananya Iyer,East,Chicken Biryani,8,291.89,0.2,Cash on Delivery
FX208977,09-22-2025,Meera Krishnan,EAST,Tandoori Chicken,7,440.02,0.2,Card
FX202627,2025-09-29,Rahul Sinha,north,Margherita Pizza,4,251.49,0.0,Cash on Delivery
FX200882,05-22-2025,Aarav Mehta,SOUTH,Spring Roll,5,162.18,0.05,UPI
FX204161,09-01-2025,,North,Margherita Pizza,2,251.49,0.2,Wallet
FX204250,09-19-2025,Arjun Verma,West,Fish Curry Meals,1,329.0,0.0,UPI
FX202163,22/07/2025,Nisha Gupta,West,Farmhouse Pizza,7,391.02,0.0,Card
FX204511,2025-06-21,Rohan Pillai,north,Mutton Roll,1,279.0,0.2,Cash on Delivery
FX207220,2025-08-18,Aditya Ghosh,west,Spring Roll,5,155.82,0.05,Wallet
FX206993,25/03/2025,Omkar Deshpande,north,Chicken Biryani,1,289.0,0.0,Wallet
FX204657,2025-11-10,Kabir Shah,EAST,Filter Coffee,7,59.0,0.05,Cash on Delivery
FX200479,2025-10-19,Meera Krishnan,EAST,Green Salad,7,139.0,0.1,UPI
FX207389,17/11/2025,Rahul Sinha,west,Tandoori Chicken,6,457.98,0.0,UPI
FX201911,06-25-2025,Arjun Verma,south,Fish Curry Meals,7,335.58,0.0,Card
FX202899,06-29-2025,Ishita Bose,West,Butter Naan,7,44.1,0.05,Wallet
FX200777,2025-07-29,Vihaan Rao,north,Chocolate Brownie,2,151.98,0.0,Cash on Delivery
FX205822,2025-07-01,Vihaan Rao,north,Veg Fried Rice,-4,202.98,0.15,Card
FX200140,09-28-2025,Karthik Raman,West,Veg Fried Rice,8,195.02,0.25,Wallet
FX203901,30/11/2025,Nikhil Menon,south,Veg Biryani,7,219.0,0.05,Cash on Delivery
FX206053,21/03/2025,Yash Patel,west,Tandoori Chicken,5,444.51,0.25,Wallet
FX201885,08-12-2025,Aarav Mehta,EAST,Chocolate Brownie,7,149.0,0.05,UPI
FX204054,31/01/2025,Omkar Deshpande,North,Idli Sambar,4,89.0,0.25,UPI
FX208127,2025-06-22,Diya Nair,SOUTH,Paneer Butter Masala,7,259.0,0.05,Card
FX201297,20/12/2025,Nikhil Menon,south,Veg Fried Rice,8,202.98,0.05,Wallet
FX208965,10/09/2025,Karthik Raman,EAST,Green Salad,6,137.61,0.25,UPI
FX203899,02/06/2025,Aarav Mehta,EAST,Margherita Pizza,4,244.02,0.0,Wallet
FX208618,2025-02-15,Priya Balaji,East,Tandoori Chicken,4,440.02,0.15,Card
FX207213,09-04-2025,Manish Tiwari,EAST,Butter Naan,6,44.1,,Cash on Delivery
FX200167,03-19-2025,Priya Balaji,north,Chicken Noodles,8,236.61,0.0,Card
FX201643,2025-08-05,Dev Sharma,West,Spring Roll,7,160.59,,Card
FX202938,14/01/2025,Dev Sharma,EAST,Spring Roll,3,155.82,0.15,Wallet
FX205141,09-01-2025,Manish Tiwari,south,Mutton Roll,3,273.42,0.2,Wallet
FX205000,2025-10-18,Nisha Gupta,north,Mango Lassi,5,107.91,0.05,UPI
FX208081,10-04-2025,Priya Balaji,west,Gulab Jamun,6,99.99,0.0,Cash on Delivery
FX204928,20/09/2025,Rohan Pillai,west,Spring Roll,3,157.41,0.0,UPI
FX205398,12-06-2025,Nisha Gupta,EAST,Masala Dosa,2,129.0,0.15,Cash on Delivery
FX201204,2025-08-06,Arjun Verma,EAST,Chocolate Brownie,2,151.98,0.05,Cash on Delivery
FX207350,29/01/2025,Saanvi Reddy,West,Green Salad,2,139.0,0.0,UPI
FX202507,2025-10-15,Arjun Verma,SOUTH,Margherita Pizza,7,249.0,0.1,Cash on Delivery
FX202801,2025-04-26,Kabir Shah,North,Mango Lassi,1,110.09,0.0,Cash on Delivery
FX202270,2025-04-27,Ananya Iyer,west,Mango Lassi,8,107.91,0.0,Wallet
FX206907,05/07/2025,Sneha Varma,SOUTH,Chicken Noodles,6,236.61,0.15,Cash on Delivery
FX206497,10/01/2025,Aarav Mehta,west,Margherita Pizza,3,246.51,0.0,Cash on Delivery
FX205473,12-04-2025,Meera Krishnan,EAST,Veg Biryani,2,216.81,0.15,Card
FX201352,2025-04-18,Riya Kapoor,East,Chicken Biryani,4,289.0,0.0,Cash on Delivery
FX201407,2025-03-24,Aarav Mehta,SOUTH,Masala Dosa,6,126.42,0.0,Card
FX200133,2025-12-04,Rohan Pillai,south,Fish Curry Meals,6,322.42,0.1,Card
FX208822,2025-12-05,Dev Sharma,West,Paneer Butter Masala,8,261.59,0.1,Cash on Delivery
FX207405,25/12/2025,Vihaan Rao,East,Farmhouse Pizza,5,391.02,0.05,Card
FX201521,12-19-2025,Karthik Raman,West,Veg Fried Rice,6,200.99,0.05,Wallet
FX203054,2025-11-24,Vihaan Rao,North,Gulab Jamun,8,97.02,0.1,Wallet
FX205987,19/04/2025,Aditya Ghosh,North,Veg Biryani,3,223.38,0.15,Card
FX202553,2025-04-09,Kabir Shah,East,Veg Biryani,6,214.62,,Card
FX207580,2025-11-01,Ananya Iyer,north,Margherita Pizza,5,249.0,0.15,Wallet
FX206447,2025-11-12,Kavya Subramanian,west,Masala Dosa,7,129.0,0.05,Cash on Delivery
FX201965,09/12/2025,Kavya Subramanian,North,Chicken Noodles,5,236.61,0.2,Card
FX205798,02/04/2025,Vihaan Rao,East,Veg Biryani,3,214.62,0.25,UPI
FX203615,02-07-2025,,East,Farmhouse Pizza,8,406.98,0.25,UPI
FX200343,02/03/2025,Diya Nair,North,Cold Coffee,7,117.81,0.15,Cash on Delivery
FX203073,2025-12-05,Nisha Gupta,north,Masala Dosa,6,131.58,0.1,Cash on Delivery
FX206102,2025-02-16,Riya Kapoor,EAST,Fish Curry Meals,3,325.71,0.15,Card
FX206514,2025-03-16,Lakshmi Prasad,west,Veg Biryani,2,223.38,0.2,UPI
FX204357,2025-08-18,Kabir Shah,West,Chicken Biryani,8,289.0,0.2,Cash on Delivery
FX207518,07-13-2025,Kavya Subramanian,SOUTH,Margherita Pizza,6,251.49,0.15,Card
FX205963,12/03/2025,,SOUTH,Chicken Biryani,8,294.78,0.25,UPI
FX207735,24/10/2025,Nisha Gupta,North,Green Salad,6,137.61,0.15,Cash on Delivery
FX203498,2025-01-12,Karthik Raman,SOUTH,Mutton Roll,2,281.79,0.05,Cash on Delivery
FX207486,2025-05-30,Aditya Ghosh,SOUTH,Chicken Biryani,5,283.22,0.0,Card
FX204538,07-27-2025,Nikhil Menon,west,Farmhouse Pizza,7,399.0,0.2,Cash on Delivery
FX205868,2025-09-23,Kabir Shah,West,Veg Fried Rice,8,200.99,0.0,Card
FX201338,2025-03-01,Vihaan Rao,north,Margherita Pizza,8,251.49,0.15,UPI
FX207302,03-08-2025,Lakshmi Prasad,East,Chicken Noodles,6,243.78,0.2,Card
FX208332,01/12/2025,Nisha Gupta,West,Farmhouse Pizza,7,395.01,0.2,UPI
FX208413,2025-03-13,Lakshmi Prasad,west,Chicken Noodles,5,234.22,0.05,Cash on Delivery
FX205553,2025-04-05,Ishita Bose,North,Butter Naan,7,44.1,0.2,Cash on Delivery
FX203631,01/05/2025,Aarav Mehta,west,Chocolate Brownie,7,147.51,0.05,UPI
FX201029,13/12/2025,,SOUTH,Idli Sambar,6,89.89,0.2,Cash on Delivery
FX200905,2025-07-08,Sneha Varma,EAST,Idli Sambar,1,90.78,0.0,Cash on Delivery
FX202492,06/01/2025,Karthik Raman,West,Idli Sambar,2,89.89,0.0,Wallet
FX207137,08/05/2025,Kabir Shah,North,Mutton Roll,8,284.58,0.0,Card
FX206539,04-20-2025,Manish Tiwari,south,Cold Coffee,5,117.81,0.0,Card
FX201550,2025-05-31,Arjun Verma,SOUTH,Cold Coffee,5,117.81,0.05,Cash on Delivery
FX205890,2025-02-22,Meera Krishnan,SOUTH,Veg Fried Rice,3,197.01,0.0,Cash on Delivery
FX205112,18/10/2025,Nisha Gupta,North,Chicken Biryani,4,283.22,0.15,Card
FX206009,17/11/2025,Nikhil Menon,EAST,Chicken Noodles,2,236.61,0.0,Card
FX200594,2025-06-11,Saanvi Reddy,SOUTH,Filter Coffee,8,59.59,0.25,Cash on Delivery
FX204226,2025-07-20,Aarav Mehta,west,Chicken Noodles,4,234.22,0.0,UPI
FX208593,04-28-2025,Lakshmi Prasad,North,Margherita Pizza,2,244.02,0.0,Wallet
FX208316,08-27-2025,Nisha Gupta,West,Gulab Jamun,3,100.98,0.1,Card
FX208428,2025-08-19,Tara Joshi,EAST,Mango Lassi,8,107.91,0.0,Wallet
FX204151,10-13-2025,Diya Nair,north,Fish Curry Meals,4,325.71,0.2,UPI
FX202862,2025-04-07,Priya Balaji,North,Idli Sambar,2,87.22,0.1,UPI
FX200109,2025-10-31,Vihaan Rao,East,Veg Fried Rice,2,199.0,0.1,Wallet
FX207150,2025-03-07,Yash Patel,EAST,Filter Coffee,7,59.0,0.2,Cash on Delivery
FX201530,18/02/2025,Ishita Bose,East,Farmhouse Pizza,2,402.99,0.2,Cash on Delivery
FX201304,11-23-2025,Sneha Varma,SOUTH,Butter Naan,5,45.45,0.2,Cash on Delivery
FX202004,27/01/2025,Manish Tiwari,west,Tandoori Chicken,5,449.0,0.0,Wallet
FX205892,01-01-2025,Ishita Bose,north,Butter Naan,5,45.45,0.0,Card
FX203525,2025-09-23,Ishita Bose,west,Mutton Roll,5,281.79,0.15,Wallet
FX202741,07/07/2025,Aarav Mehta,south,Tandoori Chicken,1,453.49,,Wallet
FX208390,28/11/2025,Ishita Bose,SOUTH,Idli Sambar,7,87.22,0.15,Card
FX205437,2025-01-03,Vihaan Rao,south,Mutton Roll,3,276.21,0.25,UPI
FX205490,23/09/2025,Arjun Verma,SOUTH,Spring Roll,2,157.41,0.15,Card
FX203140,2025-03-20,Omkar Deshpande,west,Masala Dosa,8,130.29,0.05,Wallet
FX202002,2025-08-09,Nisha Gupta,West,Veg Biryani,1,216.81,0.15,Card
FX207236,2025-11-14,,West,Masala Dosa,8,131.58,0.1,UPI
FX205670,22/05/2025,Manish Tiwari,North,Masala Dosa,1,130.29,0.0,Wallet
FX205074,2025-07-01,Arjun Verma,EAST,Mango Lassi,1,107.91,,Cash on Delivery
FX206469,2025-04-15,Nisha Gupta,EAST,Spring Roll,3,160.59,0.25,Wallet
FX204743,24/01/2025,Yash Patel,south,Gulab Jamun,4,99.99,0.0,UPI
FX205589,2025-08-17,Meera Krishnan,west,Chicken Biryani,4,294.78,0.05,UPI
FX206929,2025-10-24,Sneha Varma,EAST,Veg Fried Rice,2,202.98,0.2,UPI
FX200027,05-20-2025,Ishita Bose,SOUTH,Tandoori Chicken,3,444.51,0.2,Cash on Delivery
FX206618,2025-11-01,Nikhil Menon,north,Paneer Butter Masala,2,261.59,0.15,Cash on Delivery
FX207936,08/02/2025,Dev Sharma,west,Veg Fried Rice,3,195.02,0.0,Card
FX200282,2025-08-12,Sneha Varma,North,Green Salad,2,136.22,,Cash on Delivery
FX203013,2025-06-19,Kavya Subramanian,SOUTH,Farmhouse Pizza,8,399.0,0.15,Wallet
FX205551,11-05-2025,Kabir Shah,west,Mutton Roll,7,276.21,,Wallet
FX207001,2025-06-17,Lakshmi Prasad,west,Mutton Roll,1,276.21,0.0,Wallet
FX205078,2025-10-03,Manish Tiwari,EAST,Veg Fried Rice,4,197.01,0.1,UPI
FX207759,11/06/2025,Rahul Sinha,North,Margherita Pizza,-7,244.02,0.1,UPI
FX205922,2025-03-24,Meera Krishnan,East,Filter Coffee,7,59.59,0.15,UPI
FX206182,21/07/2025,Aditya Ghosh,south,Masala Dosa,8,127.71,0.25,Card
FX203275,2025-01-27,Saanvi Reddy,West,Margherita Pizza,2,249.0,0.15,Cash on Delivery
FX205340,07/02/2025,Rahul Sinha,East,Paneer Butter Masala,1,261.59,0.25,Card
FX204412,2025-02-18,Yash Patel,North,Paneer Butter Masala,2,261.59,0.2,Wallet
FX207521,2025-06-20,Arjun Verma,North,Mutton Roll,8,279.0,0.25,Card
FX204163,2025-01-30,,North,Green Salad,1,137.61,,UPI
FX207359,09-11-2025,Rohan Pillai,south,Chocolate Brownie,1,150.49,0.05,UPI
FX206912,25/07/2025,Vihaan Rao,East,Veg Fried Rice,4,197.01,0.1,Wallet
FX206298,30/01/2025,Lakshmi Prasad,SOUTH,Green Salad,2,136.22,0.15,Cash on Delivery
FX206342,04-14-2025,Rohan Pillai,North,Chicken Noodles,8,239.0,0.25,Wallet
FX206588,2025-09-23,Aarav Mehta,west,Veg Fried Rice,5,199.0,0.0,Card
FX207725,2025-08-06,Ishita Bose,East,Gulab Jamun,3,99.99,0.15,Wallet
FX208279,20/08/2025,Karthik Raman,SOUTH,Fish Curry Meals,6,322.42,0.25,UPI
FX201719,2025-01-18,Riya Kapoor,north,Fish Curry Meals,4,335.58,0.1,Card
FX206687,08-20-2025,Sneha Varma,West,Paneer Butter Masala,5,261.59,0.0,UPI
FX202568,27/11/2025,Priya Balaji,North,Idli Sambar,1,88.11,0.15,Cash on Delivery
FX204073,17/06/2025,Arjun Verma,North,Gulab Jamun,8,97.02,0.1,Card
FX201052,16/04/2025,Kavya Subramanian,south,Chocolate Brownie,4,150.49,0.1,Cash on Delivery
FX206464,05/03/2025,Saanvi Reddy,EAST,Chocolate Brownie,5,151.98,0.0,Card
FX201879,10-01-2025,Kavya Subramanian,North,Cold Coffee,7,119.0,0.0,Cash on Delivery
FX202434,2025-10-23,Rahul Sinha,north,Tandoori Chicken,3,453.49,0.25,Card
FX206558,2025-06-14,Ananya Iyer,North,Filter Coffee,1,60.18,0.0,Card
FX201125,2025-05-06,Ananya Iyer,North,Chocolate Brownie,6,146.02,0.2,Cash on Delivery
FX203276,2025-12-23,Kavya Subramanian,south,Margherita Pizza,1,246.51,0.25,Card
FX205506,2025-06-23,Ananya Iyer,west,Idli Sambar,2,87.22,0.1,Card
FX207949,04/02/2025,Kavya Subramanian,East,Paneer Butter Masala,-7,261.59,0.25,Card
FX202314,2025-06-05,Saanvi Reddy,West,Butter Naan,2,45.45,0.0,UPI
FX200514,2025-07-17,Ishita Bose,EAST,Cold Coffee,3,117.81,0.25,UPI
FX205520,2025-08-26,Aarav Mehta,south,Gulab Jamun,7,99.99,0.25,UPI
FX206244,05-19-2025,Ananya Iyer,north,Green Salad,4,140.39,0.2,Cash on Delivery
FX205554,11-09-2025,Aarav Mehta,north,Mango Lassi,2,106.82,0.05,Card
FX206391,29/01/2025,Rahul Sinha,south,Filter Coffee,3,59.59,0.05,Card
FX204124,06-25-2025,Karthik Raman,North,Green Salad,2,139.0,0.2,Card
FX205290,2025-10-12,Rahul Sinha,north,Mutton Roll,8,273.42,0.25,Card
FX207004,05-01-2025,Meera Krishnan,EAST,Butter Naan,3,44.1,0.0,Wallet
FX200704,22/01/2025,Priya Balaji,north,Tandoori Chicken,5,457.98,0.05,Cash on Delivery
FX207300,12/10/2025,Manish Tiwari,West,Gulab Jamun,8,99.99,0.2,UPI
FX201456,2025-05-08,Karthik Raman,north,Veg Biryani,6,216.81,0.0,UPI
FX206518,12/05/2025,Meera Krishnan,North,Gulab Jamun,3,99.99,0.0,Card
FX202760,2025-01-23,Vihaan Rao,west,Filter Coffee,8,60.18,0.05,Wallet
FX207369,2025-01-15,Sneha Varma,North,Farmhouse Pizza,3,399.0,0.0,Wallet
FX205813,11/08/2025,,south,Chocolate Brownie,6,151.98,0.2,Card
FX200570,2025-08-16,Yash Patel,North,Mutton Roll,6,276.21,,Wallet
FX203216,18/05/2025,Saanvi Reddy,SOUTH,Tandoori Chicken,4,449.0,0.0,UPI
FX202796,11-01-2025,Kavya Subramanian,SOUTH,Veg Fried Rice,7,195.02,0.05,UPI
FX208985,08/06/2025,Tara Joshi,SOUTH,Butter Naan,1,44.1,0.05,Wallet
FX203921,2025-12-30,Nisha Gupta,SOUTH,Green Salad,5,136.22,0.25,Card
FX205090,03/07/2025,Vihaan Rao,East,Paneer Butter Masala,7,256.41,0.2,Cash on Delivery
FX202293,2025-10-27,Arjun Verma,SOUTH,Spring Roll,7,162.18,0.0,Wallet
FX207558,2025-02-17,Vihaan Rao,West,Margherita Pizza,1,251.49,0.1,Cash on Delivery
FX208679,2025-12-12,Priya Balaji,EAST,Butter Naan,1,44.55,0.25,Card
FX203911,06/01/2025,Diya Nair,West,Chicken Noodles,4,243.78,0.0,Card
FX208077,2025-02-22,Riya Kapoor,North,Margherita Pizza,4,249.0,0.05,Cash on Delivery
FX203621,2025-01-05,Manish Tiwari,north,Filter Coffee,1,59.0,,UPI
FX205929,2025-01-13,Manish Tiwari,East,Masala Dosa,8,129.0,0.05,Cash on Delivery
FX208673,07/07/2025,Aditya Ghosh,south,Veg Fried Rice,7,197.01,0.2,Cash on Delivery
FX202697,2025-08-16,Kabir Shah,west,Chicken Noodles,3,243.78,0.25,Cash on Delivery
FX204152,2025-04-22,Aarav Mehta,North,Veg Biryani,4,223.38,0.1,Cash on Delivery
FX200880,2025-09-25,Kabir Shah,West,Fish Curry Meals,4,322.42,,Cash on Delivery
FX205709,2025-10-13,Arjun Verma,south,Filter Coffee,7,60.18,0.0,Cash on Delivery
FX203434,2025-04-27,Tara Joshi,West,Fish Curry Meals,5,329.0,0.1,Card
FX202992,21/04/2025,Karthik Raman,west,Gulab Jamun,2,99.99,0.2,Cash on Delivery
FX200199,2025-02-21,Saanvi Reddy,north,Idli Sambar,1,88.11,0.15,Wallet
FX204065,2025-09-14,,East,Chicken Noodles,3,243.78,0.0,UPI
FX203287,2025-10-13,Nisha Gupta,SOUTH,Chicken Noodles,8,241.39,0.25,Cash on Delivery
FX204639,11-12-2025,Priya Balaji,East,Chocolate Brownie,1,151.98,0.1,Wallet
FX204674,2025-12-19,Diya Nair,EAST,Veg Biryani,6,214.62,0.0,Cash on Delivery
FX205675,2025-07-10,Diya Nair,west,Masala Dosa,5,131.58,,Card
FX206190,22/04/2025,Vihaan Rao,West,Mutton Roll,5,273.42,0.0,Wallet
FX205472,18/04/2025,Saanvi Reddy,West,Spring Roll,4,160.59,0.25,Wallet
FX207003,07-24-2025,Nikhil Menon,West,Chicken Biryani,3,289.0,,UPI
FX205394,07-19-2025,Priya Balaji,north,Cold Coffee,3,120.19,,UPI
FX203647,01-30-2025,Meera Krishnan,East,Gulab Jamun,4,100.98,0.05,Cash on Delivery
FX202708,2025-02-22,Tara Joshi,EAST,Chocolate Brownie,5,149.0,0.15,Cash on Delivery
FX201670,07-08-2025,Tara Joshi,East,Spring Roll,8,160.59,0.0,Cash on Delivery
FX208767,01/04/2025,Omkar Deshpande,south,Gulab Jamun,6,97.02,0.0,UPI
FX204934,08/01/2025,Ananya Iyer,west,Filter Coffee,7,57.82,0.05,Wallet
FX204876,2025-02-28,Riya Kapoor,East,Veg Fried Rice,2,202.98,0.15,Wallet
FX208400,03/12/2025,Kabir Shah,East,Filter Coffee,8,58.41,0.05,UPI
FX205056,04/12/2025,Priya Balaji,north,Margherita Pizza,1,253.98,0.05,UPI
FX203119,12/08/2025,Nisha Gupta,north,Mutton Roll,-3,281.79,0.0,Cash on Delivery
FX205597,12/11/2025,Arjun Verma,north,Mango Lassi,6,110.09,0.05,UPI
FX208388,2025-08-08,Kavya Subramanian,south,Chicken Noodles,4,241.39,0.15,UPI
FX202501,2025-05-28,Diya Nair,south,Chicken Noodles,7,241.39,0.0,Card
FX204304,08/03/2025,Diya Nair,SOUTH,Masala Dosa,6,129.0,0.0,UPI
FX206555,11-04-2025,Aditya Ghosh,East,Gulab Jamun,7,98.01,0.0,Wallet
FX205513,06/09/2025,Arjun Verma,south,Veg Biryani,6,223.38,0.15,Wallet
FX208913,2025-07-02,Karthik Raman,west,Mutton Roll,1,276.21,0.15,Cash on Delivery
FX207779,21/04/2025,Aditya Ghosh,North,Idli Sambar,1,87.22,0.2,UPI
FX200413,2025-08-16,Riya Kapoor,SOUTH,Margherita Pizza,8,244.02,0.25,UPI
FX202759,06-05-2025,Aditya Ghosh,south,Chicken Biryani,1,294.78,0.0,Cash on Delivery
FX208466,11-30-2025,Lakshmi Prasad,EAST,Green Salad,6,139.0,0.0,Cash on Delivery
FX202619,01/08/2025,Manish Tiwari,North,Mango Lassi,8,110.09,0.0,UPI
FX204122,04/11/2025,,East,Spring Roll,3,155.82,0.1,Cash on Delivery
FX204952,2025-05-28,Diya Nair,west,Mutton Roll,8,281.79,0.2,Cash on Delivery
FX202649,2025-01-28,,west,Fish Curry Meals,8,335.58,0.0,UPI
FX200399,03-06-2025,Manish Tiwari,west,Gulab Jamun,1,97.02,0.05,UPI
FX201581,22/07/2025,Riya Kapoor,north,Idli Sambar,3,89.89,0.2,UPI
FX204076,2025-11-22,Diya Nair,west,Mutton Roll,4,276.21,0.05,UPI
FX205502,2025-11-07,Arjun Verma,south,Paneer Butter Masala,4,253.82,0.1,Cash on Delivery
FX200703,21/12/2025,Yash Patel,West,Paneer Butter Masala,2,256.41,,Wallet
FX202245,2025-11-02,Meera Krishnan,North,Paneer Butter Masala,6,256.41,,UPI
FX205608,01/04/2025,Tara Joshi,North,Farmhouse Pizza,1,391.02,0.0,Cash on Delivery
FX203318,09/05/2025,Nisha Gupta,north,Veg Biryani,5,214.62,0.15,UPI
FX206365,19/12/2025,Nisha Gupta,East,Gulab Jamun,3,100.98,0.05,Card
